feature_0,feature_1,feature_2,feature_3,target
12.245318589031577,22.74645222000197,10.576689400286376,20.683094640147196,0
7.006698477931517,17.159264407504992,8.922477137511109,15.38236758452459,0
-1.9148544651515538,0.6751274499622664,11.74519973779406,11.507903310804458,0
11.270762591492495,24.74650620269754,18.94040782160827,13.41301522762442,0
1.2278608576064824,5.696464963004043,14.012202423268082,-1.051898833606442,0
15.482790777927757,23.41540183419673,24.185400574294135,21.13308390729206,0
15.400625442813169,19.81085349319629,23.948537397622502,25.511067446587674,0
1.1281918724780855,17.38016948891294,11.64190255147251,-4.581134808193138,0
1.118242294306751,10.596046417148944,11.798159761597525,4.58625342979575,0
3.5815003621666994,10.343125728176677,17.99872310904402,8.963463564183316,0
-0.8465488973275042,9.23742328621016,6.965990680764067,7.421252062892624,0
-6.741669031739012,5.59028629193067,5.8902400894716145,-8.659131042834257,1
-5.054629845361864,15.196116407877321,11.615578933001128,-10.172637433988719,0
34.45081524445904,42.32253760424942,44.775758828666326,44.69610361464575,0
16.208457448457956,18.814087657979172,30.593787489778187,27.69840572399925,0
12.540309075835342,24.234124048550377,16.056410679224747,16.848138773408536,0
3.7284199541450254,14.72434337195337,12.502236562227564,12.96607668093434,0
6.9105627132456755,8.93240640914549,19.548407006760954,14.144255618321825,0
-9.065722300637443,-0.5340186497773303,-2.53035280276611,8.628471207006992,1
-4.385380191136242,3.650119697127783,0.9964453815068754,14.669820301377088,0
4.2482084022333035,16.9330043345123,1.9929653263190978,23.172087931556632,0
2.8920279808205933,9.90545305667764,14.15811831428198,15.710628847397206,0
-6.933279306017298,3.300049093631051,-1.9828031973449622,8.614556205952427,0
13.259112145475516,25.311154736463756,19.94441776088384,15.441973642838553,0
19.62168183829985,29.64962724320855,41.889019220259314,15.413836765391519,0
-27.764147110954294,-23.30066319577397,-17.827386067116286,-4.818828473908354,1
9.249730255577479,17.101155334973978,19.248401038519678,1.758290859050387,0
13.904817133638051,21.403866571166528,11.926457966571427,24.11097669835855,0
-4.792943585779286,23.409483590859217,31.982321239256578,58.30736421870015,0
19.51156366081726,28.75835895021685,32.61319094228244,18.709984089128934,0
4.99491875192254,19.866775093421058,23.399201942453345,0.5887937186623233,0
-7.6724554890984225,-3.4905993872305263,-5.178189184189421,-0.19000282140348546,1
8.262429171831014,16.54234168073306,25.350330034266886,32.303489412484886,0
-15.607423588743544,-3.721965037502285,-9.655808295886711,1.2755475327167058,1
2.7486671391722615,21.76757634241658,38.328345923888676,27.03237199259753,0
16.722051340812325,22.873734039134817,19.72185171909297,23.165761396647838,0
