x,y,z,t
0.33324082832091434,-0.3213057753457254,1.5989526362766777,1
0.6068908309974371,-0.5219633264836229,1.5154890147307791,1
0.6423183476119048,-0.08843567622948528,1.606655852574332,0
-0.4706652640337754,1.0782566083331377,1.6524726862415005,1
-2.1091881893248106,-1.2551472182457342,0.3730148103901856,1
1.0177370021308487,1.2839380559498417,2.134058703944039,1
0.04924338512788062,-1.9477930392626333,0.8342074619780016,1
1.4596612090259544,1.0501459158816315,2.074723586794639,1
0.43582652989457565,0.35422167365931984,1.71558619717505,1
0.3643688603685348,0.13243556856244032,1.6000807063438702,1
-1.2362083304158005,0.3175273996830247,1.1038081193980305,0
1.1338529915522662,-0.10078221536178178,1.7433168157611623,1
0.9825863702079257,0.9926326197937699,1.9873933233016214,1
1.7375515593442485,2.225929435163576,2.343545537483588,1
0.322002372973311,0.2649949972317722,1.7465301968773443,0
6.010965560528882,0.49984311337540277,1.7664133028719782,1
0.8550273303270148,1.2431542244953229,2.127013678884447,1
0.04220609711981721,-0.6061638430596874,1.244329067463437,1
-1.1004575983706455,-0.37290330138792827,0.9382458591356797,1
5.2144200344862295,-0.5049579188888343,1.8605468606089388,1
0.32277095729302635,0.4151115818458832,1.7072585477500462,0
0.4896528929183217,0.3466616980372481,1.6922223163146526,1
-0.08549355698091282,0.11993015258134906,1.5946297394859215,1
-0.8358746381041855,-1.266782655479946,0.799187192066127,0
0.2358173141094042,0.025711766946242318,1.6139566180880753,1
-2.003275666677943,-1.8313719686256864,0.20639239741625093,1
1.004626908541254,-0.1855941929920985,1.7781409472578733,1
0.41479228585595773,0.22940583041042606,1.674701328543758,1
-0.698566487722394,-0.650470221237849,1.0690979377980967,1
-0.2293461602574739,0.22176056164941366,1.5461470611610733,0
4.855604416715144,-0.5117213156516747,1.8558017545396015,1
-0.4377243670264199,-0.5903282492055033,1.1704554219456424,1
0.27740180000444475,0.5213305921062755,1.7525440400111507,0
-1.4560856473620418,-1.5765967866572075,0.4538981539840704,1
1.5275119422256893,1.297022273436269,2.07740467346314,1
-1.518526234604835,-1.1125610381699775,0.6405725208804789,1
-1.4173637559577748,-1.043010650297622,0.7460750583104222,1
0.9981948589834284,0.9554119904626106,1.953371161889974,1
0.5538777195264691,1.0230505071926772,1.9580888609933969,1
4.469352196221401,1.0843559434183145,2.1122130535006884,1
6.5777693564574236,-0.3530841990144298,1.7528612888374226,1
-0.6327787937456745,-0.32071847540984555,1.240755344112139,1
4.570362252470062,-0.22888370296376537,1.936068217121084,1
-0.8611307403493305,-0.663176790216734,0.9033646247074125,1
0.9719452561192408,0.7160820422920313,2.000604848172144,1
-0.5496440032531772,-0.8033308799683024,1.0208272866906827,1
-0.4462532749931366,0.07556767446739018,1.4001709553643507,1
6.409251973746306,-0.30165442058353664,1.6834311522236938,1
-2.2588602030292906,-1.2470845720385904,0.34181596789581864,1
6.800538387943416,0.6003792722680498,1.6295481016777302,0
-1.1797079028403337,-0.7661947415542879,0.8755900820354269,1
-1.203438381583849,-1.4045900001197442,0.6034979415444378,1
0.6885521695729918,0.8832299016121127,2.002214190467125,1
-0.3367733669906695,-1.0898740271839533,1.0847501377140274,1
-1.0500818481952225,-1.8373359993423377,0.525838610158122,1
-0.43580994186336375,-0.9828056268538817,0.872865885888219,1
-0.9751418763562245,-0.8779706554198599,0.8668977646675684,1
-1.3264306923070055,-1.3882153702883537,0.542902546095228,0
7.1312098967291435,0.016182575186596715,1.6197359165833505,1
0.39078999723033725,1.4657927853575359,2.0072406967893346,1
-1.0754366933848971,-1.387615635007012,0.7218847366796932,1
