X1,X2,X3,Y
1.1030358830065705,0.5943363395484685,1.847617627885473,1
1.644394532985099,1.026894606987615,2.168967718626083,1
1.5901496730204525,1.4115454153825413,1.9067407535648493,1
1.7130741673469163,1.776666252651307,1.7271375725743312,1
2.537265877784389,1.8230909749007043,2.718724933679291,1
1.602292064993896,1.7605961607069136,1.847623446901069,1
1.8822210877936847,2.317899810780365,1.929416833787658,1
1.3564594846480476,1.9221333945675982,1.432653160588191,1
1.9412203416298148,1.0056003212841644,2.3890639004397842,1
2.3600021078261757,1.1379636340654329,3.040331345495865,1
1.9679284050682593,1.7937909938925327,2.144459837050484,1
1.3927063450834123,1.3165885474275116,1.7634308691157916,1
1.6190075669856994,0.46662523104309483,2.2816025474650505,1
1.0080952808436776,0.7078886818309658,1.6485427584463248,1
1.6367556436930741,1.5205746831943245,2.106334274173371,1
2.353287031764982,1.5058568680644853,2.789686701486346,1
0.9735577848485194,1.2191080834986188,1.0914189649125512,1
1.8277081445555496,1.49510074774718,2.0743899809262083,1
1.282849152017421,2.1884834745243302,1.3930189481493116,1
0.952772890633236,0.7855190393695104,1.3804358509167278,1
1.927404919934492,1.964964604565224,1.9806435506262277,1
1.0953476421460318,0.5996696471275664,1.5548866551987597,1
1.7984635013066859,1.21773706953999,2.0720454001671733,1
1.4340885664720013,1.722156751297976,1.5366792920240833,1
1.875231073244544,1.5858785176210861,2.2025956527360684,1
1.7355549050145187,1.381174820269564,2.01487306036203,1
0.99956674472762,0.4172445104903577,1.736749209702032,1
1.384763782958004,2.157122653484504,1.2995915006794987,0
2.3525141243954164,1.8211632166063685,2.563495793449719,1
0.7792370101923023,0.9438301106804352,1.1914925075213452,0
2.1780865075641325,1.095495276700551,2.901720177167975,1
1.9071821938538946,2.2281997182958104,1.75359145891458,1
1.5773923009792887,0.8774993877726225,1.840101420011645,1
1.4849801929940667,1.1634266844219068,2.0732316789816294,1
1.146550810159996,1.0236097325960007,1.4441367720309786,1
2.3292404476591724,1.1581838039174994,3.1764766613036493,1
0.733540259675514,1.1114850862619863,1.074427249895142,0
1.4816494986652256,1.5986498762421046,1.674129612866536,1
0.8963399776386811,2.076609806294419,0.9615772747524547,0
1.4548537736562472,0.4365816800913134,2.050449243805782,1
1.527571912455589,1.6909420217942217,1.4706675412697217,0
1.2557554686776984,0.7139668098695718,1.7414211600258724,1
2.1689973010444232,1.0336259305836923,2.858874412618614,1
1.0728791950789425,0.8257378731550149,1.5786406229858534,1
0.7020883416726444,1.4257880191842687,0.7379200878086516,0
2.2722515955918587,1.0981401164107014,2.9146956363268304,1
1.0876656842665375,1.121506600665982,1.2540092314943707,1
1.1780160251752254,0.9586864877460743,1.9040029700016585,1
0.9627344821044008,0.9876233201223409,1.3715223869129198,1
1.1664338937652574,0.5997950351964678,1.6080398495066712,1
1.8002860296850316,1.6060574132666923,2.1602267157487525,1
1.295378942450892,1.6959051308448034,1.0110020466468117,1
1.4430330021575164,0.7003251503457034,2.2159310197966082,1
1.4834184907771213,1.4245459713472959,1.5794703035417454,1
1.318180683607352,1.8405207491265076,1.719317313488479,1
1.4413692986544475,1.6294596806051578,1.5267312625273108,1
1.5208900326076762,1.3874684395745134,2.0433206890174835,1
1.455600590878522,1.721038230445222,1.9096856187274744,1
1.363166482387978,0.8209120045538457,1.8601709639636956,1
1.42460094355001,1.0794406668407228,1.5881660362455488,1
0.40286952612837035,0.882146019301022,0.639234602426819,0
1.8919051392663642,0.8716614142968859,2.6213980646233535,1
1.280587021506577,1.2148683273177103,1.728591926795604,1
0.8493952656215141,1.151648596489251,0.9558665887616308,0
0.344000328687718,0.6926677642510519,1.2526820289514151,1
2.0810759919975923,0.8579527867588724,2.5109373960923174,1
1.2579176309757958,1.686315724553085,1.6819394766219786,0
2.2437310931455734,1.9973322918031928,2.375051470009351,1
2.3272414374585972,0.4427619069731473,3.0493816559684044,1
1.9796416366504703,2.3455100003216356,1.8774110975923697,1
0.7989572843307615,1.3012829050482,0.8423737168527958,1
1.4846348660880007,1.2408893352786123,1.9689993070731988,1
2.151662821099497,0.6111178944948275,2.6299502121038105,1
1.8374739844229857,1.4145020650350149,2.352102857692275,1
1.8818188245262597,1.9654934468435086,1.8461582499328957,1
1.4852263862748372,1.2996851768540167,1.7643341662301704,1
1.596417303443793,0.7725705988964484,2.198086163205756,1
1.1708714884880962,0.024985307220691144,1.9061414428247194,1
2.167450868182244,0.48856414614410326,3.0506881362720746,1
1.8352958579099492,1.5964920770542042,2.10424720655627,1
0.5954014748662213,1.110546311784064,0.9705898542511087,1
2.567264299843715,1.529344669512583,2.645812858078788,1
1.602620177642834,0.6092856085452478,2.4644689410025977,1
1.6579988714620526,1.194804830660457,2.02233549156624,1
1.3711987466417634,0.8181923462999199,1.7051830016500948,1
1.2073922992499722,0.7819142212369966,1.7145740989479645,1
0.6000175608968489,-0.14525150201819326,1.488363572054186,1
1.4935018582911483,1.7075461186516407,1.6824657972070896,1
1.3462484661757683,1.184436703713629,1.5761016975513034,1
1.0672312710138405,0.5096206462046093,1.8245840405595013,1
1.101652691596011,1.5538357146211716,1.3596686757935919,1
1.5786897228598504,1.805996033265032,1.761006602501436,1
2.0542783450770647,1.4168326400889666,2.553549823154108,1
1.5704484872993305,1.9586210949305412,1.7905159519896612,1
1.5352235026517311,1.667762424698846,1.472580525285563,0
1.6611070051120898,1.4583094855276804,2.0179962529322517,1
2.134312916236154,2.2394985116040687,2.119862306956135,1
1.54933904610909,0.8301484686099965,2.0774673612572263,1
1.1282484178840129,2.586240155676329,0.9341100431193367,0
1.4087850371538408,0.7470172104793199,2.0716061422829366,1
1.1938011565516315,1.6079515968080313,1.1423289024482481,1
0.9191169985156391,1.5495679686321564,1.0420734075030058,1
1.1732293872109796,2.0196777780071913,1.1760970907616026,0
1.7826086108159014,1.2141458545166302,2.296600211482987,1
2.2169916326576713,1.4438612592225313,2.9384912883703995,1
1.131852973806499,1.4324973628856679,1.379217573187585,0
1.3488562051338553,0.4613704635972392,2.1017408455580666,1
1.2150922533036101,0.645392101562399,1.7374897971407615,1
1.071617672404186,2.3721522931067742,1.0291828271883399,0
1.8574699151291736,1.2502693019038262,2.04804936767864,1
1.9752398625274463,1.7008087919232078,2.169148887118113,1
1.3411193733002693,0.7132403119492758,2.0246311587758083,1
1.685499034328871,1.8515102778375487,1.674330150657493,1
0.7928301037175113,1.9891779882051845,0.8833645534267476,0
1.5342312555535156,1.231549890853761,2.136032906622717,1
1.0254259552943266,1.5043951727127522,1.1007738667439164,0
