X1,X2,X3,Y,Z
0.255733433534613,0.4709374121077144,-0.4089196613580408,0,-1.4061789435633698
-0.5306587031090203,0.3794056560641631,-0.26576501891765303,0,-0.9335721939259872
-0.44670871797556216,0.3455420272705865,-0.37039806566926287,0,-0.9308600947971253
0.12795724111736717,1.1197011595353275,-1.474618541323532,0,-2.626514605208553
0.6320443900347702,0.8939477834657084,1.1436782568329165,1,0.5523306904868099
0.8308171697204079,1.0572189579100002,0.17560629492015878,0,-1.6579173618562912
-0.3292751752478551,0.4834034935430608,-0.889559537231287,0,-1.0798981841211746
-0.6774871690024122,-0.0062425209499044065,-0.4973674091173672,1,-0.4941889421533193
0.22677072550340793,0.22831943710742708,0.8492163353178029,0,0.040740699270979064
2.089759334803542,1.1787019904479619,1.892251439457245,1,4.00602989680423
-1.5530117599996078,-0.7606879000048605,0.2463631128885363,0,-0.6709854851454626
-0.42943949060707987,0.22096354083867412,-0.395517855742248,0,-0.8187945210817121
-0.5070450694982174,0.3679363929400373,-0.3001723896624493,0,-0.9306828727335875
1.1213561143417183,0.48228977290122205,1.6920762185423213,1,2.5057610842004276
-0.4672749493037693,0.36564579941884556,-1.4350940639543812,0,-0.3803586706253539
1.113088162344802,0.9335259424050587,1.7722014281312952,1,2.762699839138027
1.6306524624743548,1.2118525701833511,0.9863088277385579,0,0.27166795358522183
0.7282562963888407,0.7370338079011968,0.3894235111852505,0,-0.8970425186540819
-1.0156211200323073,-0.3798349084690954,-0.4577590102730606,1,-0.18720375732586553
-0.681155592090674,0.1043186555502301,-0.14540017838026187,1,-0.656986811010281
0.8772387730983964,0.8530984123470868,1.9140507389440675,1,3.0463240913589194
-0.9933313034421358,-0.45741418339414375,-0.6907061193822835,0,0.037562307775257514
-0.43983168510338544,0.49836449958549756,-0.8907418067200482,1,-1.02180577312591
-0.6879594209381683,-0.07903474634504642,-1.3168307002463386,1,0.3073671231433067
-0.3425346523615027,0.5117021668261443,-0.2881090709976589,1,-1.1486658475656781
-0.5683175256415571,0.15796218788884403,-0.7118114472259202,1,-0.5864488848013053
2.0496713793971306,0.8176575995908687,3.199489578153806,1,10.285917336742497
0.25938164398545227,1.2768084462543159,-1.230681588975607,0,-3.1960740465357453
-0.8229155273887169,0.24811128218339829,-0.008775179379788556,1,-0.7340036025157516
-0.059609968822319614,0.6091361653754377,0.7807498368464113,1,-0.2923374820191075
-1.128415275220465,-0.5609040833365669,-0.4189317493667986,0,-0.159395233857556
-1.4837106288667858,-0.6542853724416583,-0.12628506946447338,0,-0.30913776346295696
-0.8984284828433122,-0.41678633480611693,-0.45611196947393107,0,-0.25553178363560225
-0.6606394882685928,0.18071562037587302,-0.3336950802124565,0,-0.69406116247035
-0.9777075632488728,-0.26771293322438683,-0.7149172570888198,1,-8.848785922505042e-05
2.0335776829202277,1.2898301709622748,-0.12357140548883261,0,-2.9782501227237965
-0.8431233821437758,0.06528121053654498,-0.22000686796269875,0,-0.5712677509583384
0.2739074890477825,0.4597837937693623,0.2006630810461676,1,-0.9118588503956719
0.3415250513036716,1.1231948532409748,-1.5298532204309543,0,-2.8521875155849803
-0.016745591395414428,0.7569698461810375,0.3181262517019422,0,-1.0522468692001463
0.6513931437357743,0.4963282480616201,1.8243639118711417,1,2.5402708495279356
0.47556722964985076,1.1625034074442937,-1.5783718599693946,0,-3.1020057640696956
0.07008404243121813,0.5881863491881306,0.777856613365791,0,-0.23615824486040082
0.8349527448555604,0.9044285199021472,0.4108504415054719,0,-1.0242038070403927
-0.2678175927923247,0.7401891967150527,-0.8150517396882215,1,-1.5699098504328963
-0.264530735845502,0.34788396635711644,-0.6207963750205437,1,-1.010880601336196
0.938884063212263,0.5396920651751798,1.2529482661277462,1,1.1352602986149312
0.8616035050602758,0.8338054522229379,1.6192708066653663,1,2.0779983542400426
-0.9929803253536805,-0.3292159819267666,-0.24017816678091197,1,-0.3632219634052037
-0.5055351888433914,0.4358436090449602,-1.101795544237854,0,-0.7506500827483027
0.4038216228577506,0.7281157078473959,0.24247970801857543,0,-1.1069491278417682
-1.028355010542215,-0.16160325712535012,-0.5995103849515532,0,-0.1292337127865151
-0.5536420320061892,0.02414949691073698,-0.6230402516877912,0,-0.5291934976732833
-0.45867193455808747,0.3103314267818308,-0.7487076106837937,0,-0.8083422993539933
-0.8426506272824934,0.08930553609010891,-0.20835270603313516,0,-0.5904312501277588
-0.00595003480822609,0.8506598919412826,-0.8890416510869428,0,-1.9520185081858814
-1.0916321938951246,-0.31507424458332356,0.03635671289168896,0,-0.47082361935141115
-0.7743329206799653,-0.16782938757236354,-0.48649912654548505,0,-0.3616506766535651
1.723110164667391,0.4637624109237732,2.0949047392793414,1,4.3930267629687245
0.7792491060029765,0.7893361786013768,1.1049980368780403,1,0.6017477598153426
0.27584759562709404,0.24514883471392857,0.2749517674914649,0,-0.7230313344044725
1.7675363460734153,0.9025335500644484,2.2212521628453428,1,5.161450991311787
1.3740135939611076,0.8262971585782111,1.699152995075365,1,2.749523706231238
1.0280388890297787,0.6863182015721152,1.0897240789342602,1,0.7156175250210297
2.4183108027309466,1.2815125833461471,2.8536651076620236,1,9.17720361875205
0.4590509459058831,0.7883603089306348,0.3536570608032491,0,-1.0083395053177833
-0.6066054717107832,0.207432970171948,-0.7779863090666621,0,-0.5746970993125553
-1.0547310447351532,-0.2809997128162317,0.14383095910220745,0,-0.5106213574318333
1.502619000578108,0.5064836013091873,1.430135504306536,1,1.903161732850583
0.27526916323850337,0.7025990320156191,0.8674777576282228,0,-0.0834550491261048
0.016858296408388207,0.82859452491376,-0.6132709581082512,0,-1.8711462726519554
0.0935659873767517,0.3976428578832309,0.49123381661607823,0,-0.5286020649084778
-0.11455149459801856,0.5518313299137836,-1.2890498548458014,0,-1.196613978740147
0.31665313941830897,0.715149042260097,-0.7296759988234436,0,-1.9022038612329533
-0.34375673748516955,0.21431365979536884,-1.3713230527186164,1,-0.35960046689409153
1.936752934898363,0.8553189242389088,1.855905089777628,1,3.772155024510721
-0.8171335186301143,0.3641657160623972,-0.31499070082996017,1,-0.8280165239503626
-0.8530750447451846,0.5983351666786143,-1.5710790363073928,1,-0.24822405445031914
-0.14744771884434715,0.6268396394838617,-0.7430255180271603,0,-1.4549588781055531
0.47756739364198586,0.7027607730623544,-0.511595431162982,0,-1.8743916053809189
0.0055469829646370705,0.8634374785080353,-0.7467337400194403,0,-1.9655443497004261
-0.0940359474814273,0.8048251117009767,-0.9762804917321328,0,-1.795012417412144
-0.5517473597276443,0.03890969802834579,-0.5029055111017058,1,-0.5922819972683767
1.1669005014294118,1.1459742426978943,1.8479865795753057,1,2.98354951138404
-0.26810021085889546,0.6287809018907551,-0.7917099764853657,1,-1.37704881866223
0.7750850291331423,0.8553060253007042,0.3893334471775444,0,-1.0126563851220503
-0.6030793446387858,0.12964019614823427,-0.7435584491959752,0,-0.5177317448184616
1.0241076961892543,0.8395301970304261,2.2103085547835386,1,4.276964941593997
-0.2141981309245382,0.572319519067176,-1.267518497623835,0,-1.1445091472316569
0.08697769541756839,1.058313439277145,-0.671827779289091,0,-2.383998361760885
1.356550963355907,1.264067677981037,0.027270382817814798,0,-2.3578668744730025
1.2076128954344592,0.4267020301231884,2.5148316927038237,1,5.499521241379757
-0.5924838281764409,0.24325862858050373,-0.5594506760352806,0,-0.7228804321749013
0.7112160690046482,0.8916986637782971,1.1553894897563117,0,0.6280757727777778
0.7348741052754886,0.4100446913797295,1.8302479813827968,0,2.6038412993548805
2.7954157975994147,0.8105958032411474,3.904522802280441,1,15.878554680216155
-1.3634789013793185,-0.9420024383460155,-0.031966618811786085,0,-0.6213181697201159
-0.9634518227578415,0.10260850871911295,-0.2829688240363895,0,-0.5390023701732017
-0.16622859919561367,1.0038291155674948,-0.6595190030874097,0,-2.141151551149589
-0.21141361016366678,0.4223266720916793,-1.3534790564234473,0,-0.8315909306677918
1.6044404619568309,1.4664004596912643,0.6273198799222162,0,-1.1822706900501354
0.09078202067318875,0.6222665100353546,0.7191895962939353,0,-0.34658213539588784
0.2274087467914585,1.3319370682807705,-1.448602601301272,0,-3.329657651818846
0.5537967916051753,0.5081274876122414,0.3024281803830847,0,-0.8501028670286568
0.39265218046901607,0.8724565535643575,-0.06767574242431562,0,-1.677861579298173
1.1285695830224816,1.1002569074083202,0.5319163775292517,0,-0.9766281696804973
-0.7394155439867742,0.30943792300351863,-0.0418094059458648,0,-0.7998067960879905
-0.2938045563539804,0.7347398337950903,-1.1461507371573216,1,-1.4470320288812508
-0.8619128319712569,0.09237722115017277,-0.3588699340031474,1,-0.5365525556324
-0.586359933099699,0.16512670441841476,-0.47787764992195547,0,-0.6782741639443749
-0.0714765509795936,0.7843002461615753,-0.7261726779928767,0,-1.768619758220718
1.5028811340980404,1.1283760392699045,0.4152980847015227,1,-1.2825371169932822
-0.5875637435349038,0.2791868799104571,-0.7498751136610144,0,-0.6848526203548542
0.8851844679052228,0.798773891197376,1.418954795027139,0,1.5075501551565043
1.621246204652067,0.7068564030392682,3.4045684234061606,1,10.538396578848772
1.2223642625475835,0.5977497264628138,1.0087987975085628,0,0.5883055367656684
-0.7839401130275374,-0.13058048678268303,-0.7409541941802551,1,-0.18790298598282068
1.3177933227972547,1.0061737797694283,2.2887206197468872,1,4.935248397169058
0.3444538994318309,1.3574952576766555,-1.0859610526094254,0,-3.4508482076375513
0.3096518247851129,0.8340510948225446,0.6786288948394771,1,-0.5350409418735294
-0.17082641603631488,0.5585283274023358,-1.6312863249624543,1,-0.8858774954303523
1.7580948029908963,1.3177832368812905,1.291210100801605,0,1.264891194119257
-0.050953364766525455,0.335495667042993,0.8059833302139089,1,-0.11431467682484514
2.049414265958761,1.2051933849053587,0.9877139892945518,1,0.4090467867482614
-0.42374379744537,0.47197788790900985,-0.6812358327992363,1,-1.0616346178480223
