feature_1,feature_2,target
14.866983137427685,19.951090431337974,1
3.8306741537096043,14.51116653390434,0
-4.163375335709679,14.254921063337111,0
7.459220810196037,18.798361058793002,0
-1.2360980999817688,13.23469449935083,0
12.850525699157192,20.34180497741608,1
1.065860498288819,15.436575242187029,0
11.823487342169,19.260303482239816,1
9.389979015615504,20.685777050553188,0
18.638677688804535,24.535613070016147,1
2.283051242479817,18.26026905853929,0
2.816644377394603,16.63498310806491,0
11.437507987922443,19.04739620646115,0
11.990693803898042,21.44928522768244,0
15.92511166185545,21.319195845982186,1
16.087226067949757,20.69191532889553,1
15.584641488030648,21.791090131037386,1
19.182198409412344,23.33181713118242,1
-4.125286481569384,16.54612024895547,0
11.989134714434027,19.29918723987321,1
15.457351622695942,24.33470286774274,1
9.860972845933228,18.98928051618994,0
7.479284966773742,22.366778263024187,0
8.726852002902588,20.522951475153,0
7.661795340377008,18.708066520636848,0
19.65129562797714,22.598929095099017,1
11.475350072621833,21.367533042345784,0
2.612814832033994,19.016911185019005,0
7.232761010424873,20.444815051539255,0
15.712997520378677,23.75118094903092,1
5.869378961338785,18.209145217616374,0
5.973324581252866,18.5801704561691,0
-0.08127744398029435,19.036069645895385,0
-7.544249128042669,12.195927568762869,0
22.22696372698504,23.198685758093838,1
8.280251916038644,20.770762917221525,0
8.275851842714609,16.37555423540141,0
12.176809184972548,21.960791045846268,0
7.748736454912196,20.42541220978913,0
11.937135570830023,20.323592960761246,0
8.267068880594557,20.059879384759622,0
8.298926903917314,19.62899986585964,0
15.406263186443875,22.324834400589115,1
8.485236105921617,21.221222245207375,0
-0.04704725155675327,17.023887943386292,0
13.40318051608705,20.134874754892266,1
6.445768352178243,18.96512194780648,0
12.83852645315139,20.986212946437227,1
14.84268959208697,22.627962884032165,1
13.171763331287288,22.8844343736958,0
6.382459787387125,19.72719152423272,0
19.0249538204003,23.182258387225552,1
4.269011908583488,16.69651018227673,0
12.198151385015718,20.761983590541682,0
21.272413197262672,24.131773893337883,1
3.3494090863456165,16.541195579104883,0
7.670007163589289,17.255366148118053,0
11.040112069753505,17.887728366633898,1
0.4975954346365814,17.539621308361276,0
10.549298720036521,19.002952116906407,0
-1.4614485885835684,19.266741688305842,0
24.892777114739832,26.701529073132118,1
-3.6783983463148733,16.07848847891884,0
19.58371254599458,24.41539537384738,1
11.772254793211314,19.658972019095494,0
19.978720639078738,24.06923837184288,1
3.68791760086284,17.00866641159866,0
6.182133097337045,17.027656048815725,0
3.314687193624674,17.90351662032042,0
11.59590418271424,20.363078603545166,0
2.444629462497611,18.688475509356927,0
5.538157670979783,18.762419913432208,0
9.078216074513545,20.63863237138739,0
7.764124467852795,20.309943316598254,0
