x,y,z,t
-4.666377812888435,-1.1758705480870348,-0.9256277811320579,0
-4.787428100917109,1.800796385809017,-0.3341272549775941,1
-9.259319018949128,0.5844209829485337,-2.514722748264436,0
-6.003234338382765,3.495296381090927,-0.4569782859658672,0
-4.492488121556606,2.636134262297854,0.4609175594388567,0
-4.295714852853726,1.1969255866154735,-0.33255486081221314,1
-4.619119959233838,-0.06417206997482218,-0.2213970683829028,0
-4.434048654956929,3.42037902080442,0.06762199737623445,0
-2.368182236845924,-1.3158060332974602,-0.02635890490033077,0
-12.083792425742955,1.0435058725712891,-2.306328530777644,0
2.721588488272393,0.0952253704649293,2.284413825595326,1
1.1044864792765496,-1.1652355572705757,1.6472665064908345,1
4.883198100901115,1.5660254292286528,1.7204193018393439,1
-1.454200084001632,0.8303612759087262,1.0858961553984139,0
0.04717211595645754,1.1761474753921675,2.0870511731563757,1
-4.388446760148904,3.815980319615472,0.4201619832859949,1
-9.775287421561092,1.014092509639983,-2.74902657930399,0
-4.885787543402832,4.910527583609387,0.5399062975833825,0
0.5012721680856265,-2.396484800227775,0.5513525671269481,0
-5.768454995778855,5.4020477973457295,0.6841050022157853,0
-4.283086478484995,-0.31313338413747943,0.06292895515579083,0
-0.9207020877035212,3.1147301237866554,2.015461933098775,1
-8.343323718278434,1.2990467802953185,-1.6153182510271473,1
-2.7080101689442997,-1.2987022934630708,0.11325261653266464,0
-0.9921078677935204,0.9783658093538363,1.6768065703188366,1
-1.0810024549587975,-2.144381256334937,0.8626193439286208,1
-3.450594108077314,-0.9060437241315792,-0.05649184772305607,1
-3.5299124773405457,1.4316231034173594,0.2872271975179831,1
-5.1155904486252695,-0.7317771390520931,-1.3737132248546708,0
-5.119299193132039,-2.464377063080399,-1.0449608231009258,0
-5.39828198248339,0.2941211163755537,-0.60774957885003,1
-0.7521567762982926,3.2697215471525354,2.1846826063141185,1
-2.283244309980114,0.745565980931474,0.9859623439546557,0
-9.066748117134637,1.4960771753505886,-2.3868882736552566,0
-4.941684995379879,-0.8813380933311227,-1.3962380936304362,1
-8.273301515051255,1.0308974254199357,-2.1772508904050456,1
-2.7016562415981986,-1.5146180864801173,-0.05354685692816301,1
1.414070138655445,1.6145042267653307,2.119047622238169,1
-5.260736835647247,2.747390708401016,-0.10366376268414942,0
-6.7335516034218665,2.9513740537424704,-0.4044512429549524,0
-3.338311765591669,3.122439418286411,0.841403832208545,0
-3.700536501685537,2.1649012202565636,0.36477185276189233,0
-0.5429865272323955,1.4373077396456333,1.6357163562734378,1
1.332326872376096,0.5617314992002899,2.0183217686823607,1
-6.139685645340865,-1.5022459297324902,-1.5866822397672142,0
-2.1000021924294616,2.6418562769584053,1.3497669745969811,1
-4.452413068372856,-1.0999969668852345,-0.48203721495126395,0
-6.336661458396792,6.234760157434535,0.22982172538653395,1
-9.140930311220092,2.0650939154730743,-2.0255654481543677,0
-6.438967466352932,0.1328110140946565,-1.2429176737877246,1
2.8079067839366862,-0.16816395592892142,1.4119230920251127,1
-2.639000768010005,-4.161793837840801,-0.43162926022140735,0
-0.4726907133743907,-4.005463825111157,-0.3195214657647054,1
-5.254448150846317,1.967016398075069,-0.7913907493020929,0
-8.652802654284152,0.31784366822406085,-2.5180647743699933,0
-1.102086591392366,-4.0065865100131095,-0.1269250672018451,0
1.0775443181693145,-1.9541430470954555,1.0137314275327294,1
