feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
1.4888834578994883,3.488489420316742,2.4566850779421086,1.9221805407731858,6.657121165412313,3.592627232410754,3.867288450595913,0
1.1377767806686623,-1.4213499453185472,1.7522919091220317,-2.5089571784950757,-0.7687664100385205,-0.45903167317890037,0.5817233649705059,1
3.30931433831602,2.7640883313005813,2.983033192515009,1.6168665758212435,0.882593641696138,4.027442589529336,3.98104859264979,0
1.5844943751570586,-0.790017096815208,0.6928152103009226,-0.28370672836473176,1.1904749851934822,1.0219627766781416,0.2112093992244567,1
2.5198318476083,4.358963319508529,3.9148611503499366,2.032055100733626,1.1222091078643839,2.5919528586649543,5.143118770272995,0
1.1464871587330383,-1.1123274696705807,-1.167757415899921,1.2746838496794863,-1.135635904757829,0.5092953236420079,-0.6160712153363237,0
1.6170449245216825,-0.7704247991378789,1.1433615302058282,0.18485865406036467,0.2521948542342867,-1.970308581351401,-2.2029133532057186,1
-0.22056594026731396,0.24690606341661173,-1.1251978277377233,-1.0886934104763422,0.561472629826133,0.5628544804571306,-0.13774106038792705,0
0.780201721186075,-1.1742022957201466,-0.3559349170869707,1.6478776057836733,0.06832212993981754,0.12631251458699935,2.3059465859677397,0
-1.3993421658487708,0.7964303666421104,1.6639862798080995,-0.3248579264985461,0.8596307868548461,-0.9820194972109048,-0.6867323955673516,1
3.544424726632728,4.129343819572158,4.58524361840411,5.219790035538348,2.9046161621558704,4.6880219323730286,2.515907847928214,0
0.902091311588268,0.20748879785218177,0.4456779070819239,0.42350787402203743,-1.6047050097978122,-1.1241218588607733,0.10254143981752241,1
0.6138270420630656,4.175510015340197,4.232566267891878,3.462689033088875,1.414477073919976,4.951811205307066,5.88105091610047,0
0.14707682744597397,0.5105353784512363,0.20173865479604391,0.5303691889987993,-0.11955875662639608,-0.034564239843803336,0.9057176004973654,0
2.3456241618964406,-1.4000712344017388,-0.10381248440296688,-1.1804604852320821,1.5920248985760834,-0.5877379693198984,-1.443200793785794,1
0.6381869988485734,1.7443111147431112,0.6635978685607627,0.20479787728191723,0.4091409227759939,1.4148406628255548,-0.8741992700141499,0
-0.11184710408631295,-0.4526901485095334,-1.1678653072917102,-0.3283752594168024,1.1077210959824486,0.5666021483927255,0.6443105001082005,0
3.207147796557017,3.740091591047161,1.86779427994639,2.562286921633163,3.2715349959542004,3.3924666914043873,3.452814006937662,1
-0.1383352820163779,-0.3774234011303297,3.157771283044298,0.9067872729323987,0.4131474759526224,-0.23320849820639397,-0.45121882694387655,0
-0.13080059372695568,0.29282884358668343,-1.8804355440630813,-1.5693895953746837,-0.6368823889389575,0.20713943677856853,-0.23927314715185138,0
1.4781212260994843,-1.4823967869957688,-0.7513454696033703,1.5200917409911012,0.13111932467514684,0.8848425828011585,2.0512469432694633,1
2.0188123825688717,2.8595483165564053,2.61473018194829,0.23578806414017572,2.5610326304110487,4.2460100946878425,3.7645090617079284,1
0.6190831693880101,-0.3755089806394995,-0.6560972360056414,1.2692556718986205,-0.49731714635766955,0.2940820387932141,0.16333468067753845,1
1.4617170162571183,0.9714123576723597,-1.2952586206671208,-1.18755316677504,0.5789098180691342,-0.06433764737916652,-0.4551717839537639,1
