feature_0,feature_1,feature_2,feature_3,target
12.245318589031577,22.74645222000197,10.576689400286376,20.683094640147196,0
7.006698477931517,17.159264407504992,8.922477137511109,15.38236758452459,0
9.39620531722087,37.43588665174485,33.50706328550302,7.3129801816007145,0
11.270762591492495,24.74650620269754,18.94040782160827,13.41301522762442,0
32.23849511683122,33.0848384689087,21.669929723837804,10.792192638926497,0
21.05170668957765,41.37145387343439,49.0236417058196,65.1325211999702,0
15.400625442813169,19.81085349319629,23.948537397622502,25.511067446587674,0
1.1281918724780855,17.38016948891294,11.64190255147251,-4.581134808193138,0
1.118242294306751,10.596046417148944,11.798159761597525,4.58625342979575,0
3.5815003621666994,10.343125728176677,17.99872310904402,8.963463564183316,0
12.008559296260112,29.42302393207207,19.002249359800942,18.1557250429117,0
-6.741669031739012,5.59028629193067,5.8902400894716145,-8.659131042834257,1
0.14755412904139398,28.522314863356698,24.39714644249963,3.5274840484794723,0
34.45081524445904,42.32253760424942,44.775758828666326,44.69610361464575,0
16.208457448457956,18.814087657979172,30.593787489778187,27.69840572399925,0
12.540309075835342,24.234124048550377,16.056410679224747,16.848138773408536,0
12.868232905839022,34.632467880043514,28.162683702431785,34.94024632076689,0
6.9105627132456755,8.93240640914549,19.548407006760954,14.144255618321825,0
-9.065722300637443,-0.5340186497773303,-2.53035280276611,8.628471207006992,1
-4.385380191136242,3.650119697127783,0.9964453815068754,14.669820301377088,0
4.2482084022333035,16.9330043345123,1.9929653263190978,23.172087931556632,0
2.8920279808205933,9.90545305667764,14.15811831428198,15.710628847397206,0
-2.95066607222312,23.65242224636318,12.60158195075217,2.6549915004690128,0
13.259112145475516,25.311154736463756,19.94441776088384,15.441973642838553,0
19.62168183829985,29.64962724320855,41.889019220259314,15.413836765391519,0
-27.764147110954294,-23.30066319577397,-17.827386067116286,-4.818828473908354,1
14.451914229980737,30.427353790453356,32.029968548018175,15.458412341518578,0
13.904817133638051,21.403866571166528,11.926457966571427,24.11097669835855,0
0.4092403886239726,36.735682046338596,44.76388874875508,72.00748570116835,0
19.51156366081726,28.75835895021685,32.61319094228244,18.709984089128934,0
10.197102726325799,33.19297354890043,36.180769451951846,14.288915201130514,0
-7.6724554890984225,-3.4905993872305263,-5.178189184189421,-0.19000282140348546,1
13.464613146234273,29.868540136212438,38.13189754376539,46.00361089495308,0
-6.22092105152155,19.41887767714634,-2.7688015558199908,-21.12805189737753,1
7.95085111357552,35.09377479789596,51.10991343338718,40.73249347506572,0
16.722051340812325,22.873734039134817,19.72185171909297,23.165761396647838,0
